X,Y,FID,Bundesland,Name,Baujahr,Gesamtleistung__MW_,Anzahl,Typ__WKA_,Ort,Landkreis,Breitengrad,Längengrad,Projektierer___Betreiber,Bemerkungen
12.088,53.8560555560001,494,Mecklenburg-Vorpommern,Windpark Mistorf-Groß Schwiesow,2014,,,Enercon E-82 E2(3×),,,53.8560555555556,12.088,,
9.56833333300006,53.8530555560001,495,Schleswig-Holstein,Windpark Neuenbrook[18],2001,"11,1",7,Vestas V66-1.65MW(4×),Neuenbrook,IZ,53.8530555555556,9.56833333333333,"Bürger-WP Neuenbrook, Butzkies Windprojekt","eine Vensys-Anlage mit Prototyp eines ""wartungsfreien Gittermastes"" der Fa. Butzkies Stahlbau"
9.56833333300006,53.8530555560001,496,Schleswig-Holstein,Windpark Neuenbrook[18],2012,,,Vensys 77 (2×),,,53.8530555555556,9.56833333333333,,
9.56833333300006,53.8530555560001,497,Schleswig-Holstein,Windpark Neuenbrook[18],,,,Vensys 77(1×),,,53.8530555555556,9.56833333333333,,
9.54638888900007,53.8488888890001,498,Schleswig-Holstein,Windpark Grevenkop[11],1995,"9,1",12,Tacke TW 600 (1×),Grevenkop,IZ,53.8488888888889,9.54638888888889,Bürger-WP Grevenkop,
9.54638888900007,53.8488888890001,499,Schleswig-Holstein,Windpark Grevenkop[11],1999,,,WindWorld W5200 (10×),,,53.8488888888889,9.54638888888889,,
9.54638888900007,53.8488888890001,500,Schleswig-Holstein,Windpark Grevenkop[11],2001,,,NEG Micon NM60/1000(1×),,,53.8488888888889,9.54638888888889,,
11.528611111,53.8441666670001,501,Mecklenburg-Vorpommern,Windpark Lübow[48],1996,"2,0",4,Enercon E-40/5.40(4×),Wietow,NWM,53.8441666666667,11.5286111111111,"Rübsamen Windenergie, URS WP Lübow",
10.963055556,53.8415277780001,502,Mecklenburg-Vorpommern,Windpark Schönberg,1998,"13,4",13,Vestas V44-600kW(8×),Schönberg,NWM,53.8415277777778,10.9630555555556,"Calliston, WKN WP Schönberg",
10.963055556,53.8415277780001,503,Mecklenburg-Vorpommern,Windpark Schönberg,1999,,,NEG Micon NM60/1000(2×),Sabow,,53.8415277777778,10.9630555555556,,
10.963055556,53.8415277780001,504,Mecklenburg-Vorpommern,Windpark Schönberg,2004,,,Vestas V80-2MW(1×),,,53.8415277777778,10.9630555555556,,
10.963055556,53.8415277780001,505,Mecklenburg-Vorpommern,Windpark Schönberg,2010–2016,,,Enercon E-82 E2(3×),,,53.8415277777778,10.9630555555556,,
13.5658333330001,53.839444444,506,Mecklenburg-Vorpommern,Windpark Postlow[61],1999,"11,6",7,Enron Wind 1.5s(4×),Postlow,VG,53.8394444444444,13.5658333333333,Enertrag,
13.5658333330001,53.839444444,507,Mecklenburg-Vorpommern,Windpark Postlow[61],2002,,,Enercon E-66/18.70(1×),,,53.8394444444444,13.5658333333333,,
13.5658333330001,53.839444444,508,Mecklenburg-Vorpommern,Windpark Postlow[61],2003,,,Nordex N90/2300(1×),,,53.8394444444444,13.5658333333333,,
13.5658333330001,53.839444444,509,Mecklenburg-Vorpommern,Windpark Postlow[61],,,,GE Wind Energy 1.5sl(1×),,,53.8394444444444,13.5658333333333,,
10.273333333,53.836944444,510,Schleswig-Holstein,Windpark Tralau,2001,"8,0",4,Vestas V80-2MW(4×),Tralau,OD,53.8369444444445,10.2733333333333,e3,
13.027222222,53.834444444,511,Mecklenburg-Vorpommern,Windpark Beggerow-Borrentin[13],2012,"48,22",18,Enercon E-82 E2(7×),Beggerow,MSE,53.8344444444445,13.0272222222222,"wpd, Naturwind",
13.027222222,53.834444444,512,Mecklenburg-Vorpommern,Windpark Beggerow-Borrentin[13],2013,,,Enercon E-101(8×),Pentz,,53.8344444444445,13.0272222222222,,
13.027222222,53.834444444,513,Mecklenburg-Vorpommern,Windpark Beggerow-Borrentin[13],2014,,,Enercon E-92(2×),,,53.8344444444445,13.0272222222222,,
13.027222222,53.834444444,514,Mecklenburg-Vorpommern,Windpark Beggerow-Borrentin[13],,,,Vestas V112-3.0 MW(1×),,,53.8344444444445,13.0272222222222,,
9.57611111100005,53.833333333,515,Schleswig-Holstein,Windpark Süderau,2000,"13,35",15,Tacke TW 600a (9×),Süderau,IZ,53.8333333333333,9.57611111111111,Windkraft Süderau,
9.57611111100005,53.833333333,516,Schleswig-Holstein,Windpark Süderau,2002,,,REpower 48/600(3×),Grönland,,53.8333333333333,9.57611111111111,,
9.57611111100005,53.833333333,517,Schleswig-Holstein,Windpark Süderau,2015,,,Senvion MM92(3×),,,53.8333333333333,9.57611111111111,,
13.5477777780001,53.832222222,518,Mecklenburg-Vorpommern,Windpark Medow,2006,"12,0",6,Vestas V90-2MW(6×),Medow,VG,53.8322222222222,13.5477777777778,WP Medow,
11.141111111,53.831388889,519,Mecklenburg-Vorpommern,Windpark Questin,2010,"9,1",4,Kenersys K82 (1×),Questin,NWM,53.8313888888889,11.1411111111111,Kenersys,Windtestfeld zum Testen der Prototypen des HerstellersKenersys
11.141111111,53.831388889,520,Mecklenburg-Vorpommern,Windpark Questin,2012,,,Kenersys K100 (1×),,,53.8313888888889,11.1411111111111,,
11.141111111,53.831388889,521,Mecklenburg-Vorpommern,Windpark Questin,2014,,,Kenersys K110 (1×),,,53.8313888888889,11.1411111111111,,
11.141111111,53.831388889,522,Mecklenburg-Vorpommern,Windpark Questin,,,,Kenersys K120 (1×),,,53.8313888888889,11.1411111111111,,
12.480833333,53.8310555560001,523,Mecklenburg-Vorpommern,Windpark Amalienhof,2002,"17,2",10,Enercon E-66/18.70(8×),Dalkendorf,LRO,53.8310555555556,12.4808333333333,"Notus, WP Amalienhof",
12.480833333,53.8310555560001,524,Mecklenburg-Vorpommern,Windpark Amalienhof,2009,,,Enercon E-53(1×),Gottin,,53.8310555555556,12.4808333333333,,
12.480833333,53.8310555560001,525,Mecklenburg-Vorpommern,Windpark Amalienhof,2010,,,Vestas V90-2MW(1×),,,53.8310555555556,12.4808333333333,,
12.2608333330001,53.830277778,526,Mecklenburg-Vorpommern,Windpark Glasewitz[27],2014,"27,4",9,Enercon E-101(8×),Glasewitz,LRO,53.8302777777778,12.2608333333333,"Notus, Saxovent","errichtet an derA 19, Prototyp derNordex N117/3000"
12.2608333330001,53.830277778,527,Mecklenburg-Vorpommern,Windpark Glasewitz[27],,,,Nordex N117/3000(1×),,,53.8302777777778,12.2608333333333,,
11.2472222220001,53.830277778,528,Mecklenburg-Vorpommern,Windpark Groß Pravtshagen,2000,"4,2",7,NEG Micon NM48/600(7×),Groß Pravtshagen,NWM,53.8302777777778,11.2472222222222,WP Groß Pravtshagen,Errichtet an derA 20
11.201666667,53.8275,529,Mecklenburg-Vorpommern,Windpark Upahl,1993,"6,1",3,REpower MD70(1×),Upahl,NWM,53.8275,11.2016666666667,WP Groß Pravtshagen,"errichtet an derA 20,Repowering2013 (1×Enercon E-82 E2statt 1× Micon M1500-500)"
11.201666667,53.8275,530,Mecklenburg-Vorpommern,Windpark Upahl,2001,,,Enercon E-82 E2(2×),,,53.8275,11.2016666666667,,
11.201666667,53.8275,531,Mecklenburg-Vorpommern,Windpark Upahl,2010,,,,,,53.8275,11.2016666666667,,
11.201666667,53.8275,532,Mecklenburg-Vorpommern,Windpark Upahl,2013,,,,,,53.8275,11.2016666666667,,
9.1875,53.826666667,533,"Bremen, Hamburg und Niedersachsen",Windpark Wechtern,1995,"1,8",3,Vestas V44-600kW (3×),Wechtern,STD,53.8266666666667,9.1875,Energiekontor,
9.6175,53.825555556,534,Schleswig-Holstein,Windpark Horst,1999,"14,4",10,Nordex N60(8×),Horst,IZ,53.8255555555556,9.6175,"Prokon, WKN",
9.6175,53.825555556,535,Schleswig-Holstein,Windpark Horst,2005,,,Vestas V80-2MW(2×),,,53.8255555555556,9.6175,,
8.65833333300003,53.823888889,536,"Bremen, Hamburg und Niedersachsen",Windpark Üssinghausen[121],2007,"12,0",5,Enercon E-70(6×),Üssinghausen,ROW,53.8238888888889,8.65833333333333,RWE Innogy,
8.65833333300003,53.823888889,537,"Bremen, Hamburg und Niedersachsen",Windpark Üssinghausen[121],2009,,,,,,53.8238888888889,8.65833333333333,,
12.5006666670001,53.821666667,538,Mecklenburg-Vorpommern,Windkraftanlage Dalkendorf[3],1998,"0,66",1,Vestas V47-660kW(1×),Dalkendorf,LRO,53.8216666666667,12.5006666666667,,
13.1141666670001,53.8208333330001,539,Mecklenburg-Vorpommern,Windpark Sarow[64],2012,"24,0",12,Gamesa G90 (12×),Ganschendorf,MSE,53.8208333333333,13.1141666666667,KGAL,
13.1141666670001,53.8208333330001,540,Mecklenburg-Vorpommern,Windpark Sarow[64],2014,,,,,,53.8208333333333,13.1141666666667,,
8.07888888900004,53.817777778,541,"Bremen, Hamburg und Niedersachsen",Windpark Altenbruch[17],1998–1999,"49,2",27,Nordex N60/1300(18×),Altenbruch,CUX,53.8177777777778,8.07888888888889,PNE Wind,Repowering 2016: (9 ×Nordex N117/3000statt 16 × Nordex N60)[18]
8.07888888900004,53.817777778,542,"Bremen, Hamburg und Niedersachsen",Windpark Altenbruch[17],2008–2009,,,Siemens SWT-3.6-107(3×),Westerende,,53.8177777777778,8.07888888888889,,
8.07888888900004,53.817777778,543,"Bremen, Hamburg und Niedersachsen",Windpark Altenbruch[17],,,,Vestas V90-2MW(3×),,,53.8177777777778,8.07888888888889,,
8.07888888900004,53.817777778,544,"Bremen, Hamburg und Niedersachsen",Windpark Altenbruch[17],,,,Vestas V90-3MW(3×),,,53.8177777777778,8.07888888888889,,
9.07055555600004,53.8152777780001,545,"Bremen, Hamburg und Niedersachsen",Windpark Balje-Hörne,1999–2000,"9,1",7,AN Bonus 1300/68 (7×),Hörne,STD,53.8152777777778,9.07055555555556,N.prior energy,
10.5921111110001,53.8072222220001,546,Schleswig-Holstein,Windkraftanlage Groß Schenkenberg,1987,"0,6",1,Enercon E-40/6.44(1×),Groß Schenkenberg,RZ,53.8072222222222,10.5921111111111,,Früher noch 1×Enercon-16
10.5921111110001,53.8072222220001,547,Schleswig-Holstein,Windkraftanlage Groß Schenkenberg,2003,,,,,,53.8072222222222,10.5921111111111,,
10.4846666670001,53.8055277780001,548,Schleswig-Holstein,Windkraftanlage Barnitz[2],1990,"0,08",1,Enercon-17(1×),Barnitz,OD,53.8055277777778,10.4846666666667,Stadtwerke Reinfeld,
10.327222222,53.8052777780001,549,Schleswig-Holstein,Windkraftanlagen Bad Oldesloe,2001,"3,5",2,Enercon E-40/5.40(1×),Bad Oldesloe,OD,53.8052777777778,10.3272222222222,,"ursprünglich 2, die nördliche mittlerweile abgebaut"
10.327222222,53.8052777780001,550,Schleswig-Holstein,Windkraftanlagen Bad Oldesloe,2016,,,Enercon E-101(1×),,,53.8052777777778,10.3272222222222,,
11.0173888890001,53.8021666670001,551,Mecklenburg-Vorpommern,Windkraftanlage Gletzow,1993,"0,225",1,Vestas V27-225kW(1×),Gletzow,NWM,53.8021666666667,11.0173888888889,,früher zwei Anlagen
8.99055555600006,53.7994444440001,552,"Bremen, Hamburg und Niedersachsen",Windpark Belum,2004,16,8,AN Bonus 2000/76 (8×),Belum,CUX,53.7994444444444,8.99055555555555,wpd,
13.408611111,53.7986111110001,553,Mecklenburg-Vorpommern,Windpark Iven[38],2001,"35,55",14,Nordex N90/2500(3×),Iven,VG,53.7986111111111,13.4086111111111,"Ventotec,wpd, WP Iven","Repowering2007 und 2008 (3×Nordex N90/2500, 5×Vestas V90-2MWund 5×Vestas V90-3MWstatt 18× Nordwind NW 44-750)"
13.408611111,53.7986111110001,554,Mecklenburg-Vorpommern,Windpark Iven[38],2007,,,Vestas V90-2MW(5×),,,53.7986111111111,13.4086111111111,,
13.408611111,53.7986111110001,555,Mecklenburg-Vorpommern,Windpark Iven[38],2008,,,Vestas V90-3MW(5×),,,53.7986111111111,13.4086111111111,,
13.408611111,53.7986111110001,556,Mecklenburg-Vorpommern,Windpark Iven[38],2011,,,Enercon E-101(1×),,,53.7986111111111,13.4086111111111,,
11.276666667,53.7966666670001,557,Mecklenburg-Vorpommern,Windpark Harmshagen[32],2000,"9,2",4,Enercon E-70(4×),Harmshagen,NWM,53.7966666666667,11.2766666666667,"Landwind, Jan Luttuschka",Repowering2013 (vorher 4×Enercon E-40/5.40)
11.276666667,53.7966666670001,558,Mecklenburg-Vorpommern,Windpark Harmshagen[32],2013,,,,,,53.7966666666667,11.2766666666667,,
9.24861111100006,53.7958333330001,559,"Bremen, Hamburg und Niedersachsen",Windpark Breitendeich,2003,"15,0",10,GE Wind Energy 1.5sl(5×),Oederquart,STD,53.7958333333333,9.24861111111111,Energiekontor,
11.2391666670001,53.7955555560001,560,Mecklenburg-Vorpommern,Windpark Rüting,2003,"7,85",5,Vestas V52-850kW(2×),Rüting,NWM,53.7955555555556,11.2391666666667,"GL Industrial Services, Plan 8",
11.2391666670001,53.7955555560001,561,Mecklenburg-Vorpommern,Windpark Rüting,2012,,,e.n.o. energy 82 (3×),,,53.7955555555556,11.2391666666667,,
11.4475,53.795,562,Mecklenburg-Vorpommern,Windpark Losten,2004,"11,5",5,Nordex N90/2300(5×),Losten,NWM,53.795,11.4475,e.dis,
9.53261111100005,53.7936111110001,563,Schleswig-Holstein,Windpark Sommerland[23],1999,"6,0",4,Enercon E-66/15.66(4×),Sommerland,IZ,53.7936111111111,9.53261111111111,RWE Innogy,
9.28472222200003,53.7919444440001,564,"Bremen, Hamburg und Niedersachsen",Windpark Oederquart[95][96],1997,"33,85",20,Vestas V63-1.5MW (1×),Oederquart,STD,53.7919444444444,9.28472222222222,"Bürger-WP Oederquart,Energiekontor",3Enercon E-66/15.66ursprünglich 1997 beiFrischborn(Hessen) errichtet und dort wegen Planungsfehlern wieder zurückgebaut
9.28472222200003,53.7919444440001,565,"Bremen, Hamburg und Niedersachsen",Windpark Oederquart[95][96],1999,,,Enercon E-66/15.66(5×),,,53.7919444444444,9.28472222222222,,
9.28472222200003,53.7919444440001,566,"Bremen, Hamburg und Niedersachsen",Windpark Oederquart[95][96],2003,,,Vestas V66-1.65MW (9×),,,53.7919444444444,9.28472222222222,,
9.28472222200003,53.7919444440001,567,"Bremen, Hamburg und Niedersachsen",Windpark Oederquart[95][96],,,,AN Bonus 2000/76 (5×),,,53.7919444444444,9.28472222222222,,
8.58,53.7894444440001,568,"Bremen, Hamburg und Niedersachsen",Windpark Spieka-Neufeld[113],1995,"8,8",13,Vestas V44-600kW (9×),Spieka-Neufeld,CUX,53.7894444444444,8.58,Energiekontor,Repowering geplant
8.58,53.7894444440001,569,"Bremen, Hamburg und Niedersachsen",Windpark Spieka-Neufeld[113],2007,,,Vestas V52-850kW(4×),Oxstedt,,53.7894444444444,8.58,,
11.576638889,53.7888333330001,570,Mecklenburg-Vorpommern,Windkraftanlage Ventschow[8],1993,"0,11",1,Enercon E-40/5.40(1×),Ventschow,NWM,53.7888333333333,11.5766388888889,Betonwerk Ventschow,errichtet auf Betriebsgelände des Betonwerkes
11.015,53.786944444,571,Mecklenburg-Vorpommern,Windkraftanlagen Löwitz,2004,"3,0",2,Südwind S77(2×),Löwitz,NWM,53.7869444444444,11.015,WIDEMAG,
8.91611111100002,53.7852777780001,572,"Bremen, Hamburg und Niedersachsen",Windpark Neuenkirchen,1999,6,6,AN Bonus 1000/54 (6×),Neuenkirchen,CUX,53.7852777777778,8.91611111111111,Projekt GmbH,
10.8219444440001,53.7852777780001,573,Mecklenburg-Vorpommern,Windkraftanlagen Schlagsülsdorf,1996,"1,0",2,Micon M1500-500(2×),Schlagsülsdorf,NWM,53.7852777777778,10.8219444444444,,
13.6333333330001,53.780277778,574,Mecklenburg-Vorpommern,Windpark Müggenburg-Panschow,2001,"42,3",25,NEG Micon NM64c/1500(16×),Müggenburg,VG,53.7802777777778,13.6333333333333,"e3, WP Müggenburg/Panschow",
13.6333333330001,53.780277778,575,Mecklenburg-Vorpommern,Windpark Müggenburg-Panschow,2009,,,Vestas V90-2MW(8×),Panschow,,53.7802777777778,13.6333333333333,,
13.6333333330001,53.780277778,576,Mecklenburg-Vorpommern,Windpark Müggenburg-Panschow,2010,,,Enercon E-70(1×),Stretense,,53.7802777777778,13.6333333333333,,
13.6333333330001,53.780277778,577,Mecklenburg-Vorpommern,Windpark Müggenburg-Panschow,2011,,,,,,53.7802777777778,13.6333333333333,,
13.6333333330001,53.780277778,578,Mecklenburg-Vorpommern,Windpark Müggenburg-Panschow,2012,,,,,,53.7802777777778,13.6333333333333,,
13.760555556,53.779444444,579,Mecklenburg-Vorpommern,Windpark Neu Kosenow[53],2011–2012,"60,0",30,Vestas V90-2MW(30×),Neu Kosenow,VG,53.7794444444444,13.7605555555556,"Saxovent, Notus",
13.760555556,53.779444444,580,Mecklenburg-Vorpommern,Windpark Neu Kosenow[53],2013,,,,Ducherow,,53.7794444444444,13.7605555555556,,
8.81944444400006,53.779166667,581,"Bremen, Hamburg und Niedersachsen",Windpark Nordleda,1998,"24,6",43,AN Bonus 600/44 (31×),Nordleda,CUX,53.7791666666667,8.81944444444444,WP Nordleda,
8.81944444400006,53.779166667,582,"Bremen, Hamburg und Niedersachsen",Windpark Nordleda,2001,,,Enercon E-40/5.40(12×),,,53.7791666666667,8.81944444444444,,
8.96777777800003,53.778611111,583,"Bremen, Hamburg und Niedersachsen",Windpark Kehdingbruch,1999,"13,5",9,Enercon E-66/15.66(9×),Kehdingbruch,CUX,53.7786111111111,8.96777777777778,"Bürger-WP Kehdingbruch, Projekt GmbH",
10.454166667,53.774722222,584,Schleswig-Holstein,Windpark Rethwisch,2005,"4,5",3,NEG Micon NM64c/1500(3×),Rethwisch,OD,53.7747222222222,10.4541666666667,e3,
10.5013888890001,53.773888889,585,Schleswig-Holstein,Windpark Westerau[24],1997,"6,3",6,REpower 57/1000(6×),Westerau,OD,53.7738888888889,10.5013888888889,Denker&Wulf,
8.9525,53.769444444,586,"Bremen, Hamburg und Niedersachsen",Windpark Osterbruch,1999–2000,"3,0",3,Enercon E-58(3×),Osterbruch,CUX,53.7694444444445,8.9525,Energiekontor,
12.0995833330001,53.7676388890001,587,Mecklenburg-Vorpommern,Windkraftanlagen Bülow,1995,"1,0",2,Enercon E-40/5.40(2×),Bülow,LRO,53.7676388888889,12.0995833333333,,
11.1038888890001,53.755277778,588,Mecklenburg-Vorpommern,Windkraftanlage Köchelstorf,2000,"0,5",1,Enercon E-40/5.40(1×),Köchelstorf,NWM,53.7552777777778,11.1038888888889,,
8.53861111100002,53.7458333330001,589,"Bremen, Hamburg und Niedersachsen",Windpark Cappel-Neufeld,1988,"3,3",10,Enercon E-33(10×),Cappel-Neufeld,CUX,53.7458333333333,8.53861111111111,EWE AG,Repowering 2008 (vorher 10×Enercon E-15und 1989–1992 15×MBB Monopteros M20)
8.53861111100002,53.7458333330001,590,"Bremen, Hamburg und Niedersachsen",Windpark Cappel-Neufeld,1989,,,,,,53.7458333333333,8.53861111111111,,
8.53861111100002,53.7458333330001,591,"Bremen, Hamburg und Niedersachsen",Windpark Cappel-Neufeld,2008,,,,,,53.7458333333333,8.53861111111111,,
13.289777778,53.7452222220001,592,Mecklenburg-Vorpommern,Windkraftanlage Burow,2000,"0,6",1,Vestas V44-600kW(1×),Weltzin,MSE,53.7452222222222,13.2897777777778,,
10.400555556,53.7430555560001,593,Schleswig-Holstein,Windpark Lasbek[16],2004,"10,8",6,Enercon E-66/18.70(6×),Lasbek,OD,53.7430555555556,10.4005555555556,RWE Innogy,
9.59777777800002,53.7386111110001,594,Schleswig-Holstein,Windpark Raa-Besenbek,2001,"14,2",8,GE Wind Energy 1.5s(4×),Raa-Besenbek,PI,53.7386111111111,9.59777777777778,"Bürger-WP Raa-Besenbek, IB Henning Holst",
9.59777777800002,53.7386111110001,595,Schleswig-Holstein,Windpark Raa-Besenbek,2011,,,REpower MM92(4×),,,53.7386111111111,9.59777777777778,,
8.65555555600002,53.7263888890001,596,"Bremen, Hamburg und Niedersachsen",Windpark Midlum,1999,"35,0",70,Enercon E-40/5.40(70×),Midlum,CUX,53.7263888888889,8.65555555555556,Das Grüne Emissionshaus,
13.2455555560001,53.72,597,Mecklenburg-Vorpommern,Windkraftanlagen Klatzow,1997,"1,0",2,Enercon E-40/5.40(2×),Klatzow,MSE,53.72,13.2455555555556,WIND-projekt,
10.449166667,53.7175,598,Schleswig-Holstein,Windpark Schiphorst,2002,"4,0",4,NEG Micon NM60/1000(4×),Schiphorst,RZ,53.7175,10.4491666666667,e3,
12.903416667,53.7171111110001,599,Mecklenburg-Vorpommern,Windpark Stavenhagen[69],1996,"10,2",11,Tacke TW 600 (7×),Basepohl,MSE,53.7171111111111,12.9034166666667,MBBF,
12.903416667,53.7171111110001,600,Mecklenburg-Vorpommern,Windpark Stavenhagen[69],2001,,,Enron Wind 1.5s(4×),,,53.7171111111111,12.9034166666667,,
8.68583333300006,53.716111111,601,"Bremen, Hamburg und Niedersachsen",Windpark Krempel,1999,"20,8",16,Nordex N60(16×),Krempel,CUX,53.7161111111111,8.68583333333333,Energiekontor,
13.323055556,53.715833333,602,Mecklenburg-Vorpommern,RH2-Projekt Werder/Kessin/Altentreptow[74],2001,"197,05",53,Vestas V80-2MW(13×),Kessin,MSE,53.7158333333333,13.3230555555556,"wpd, Zopf, WIND-projekt, Komesker Energie","Demonstrations- und Testanlage zur Erprobung einesHybridkraftwerkesmit integriertemWasserstoffspeicher, errichtet beiderseits derA 20,Repowering2014 (4×Enercon E-92statt 3×Enercon E-40/6.44)"
13.323055556,53.715833333,603,Mecklenburg-Vorpommern,RH2-Projekt Werder/Kessin/Altentreptow[74],2003,,,Enercon E-53(1×),Grapzow,,53.7158333333333,13.3230555555556,,
13.323055556,53.715833333,604,Mecklenburg-Vorpommern,RH2-Projekt Werder/Kessin/Altentreptow[74],2004,,,Enercon E-82(1×),Altentreptow,,53.7158333333333,13.3230555555556,,
13.323055556,53.715833333,605,Mecklenburg-Vorpommern,RH2-Projekt Werder/Kessin/Altentreptow[74],2010,,,Enercon E-82 E2(13×),Grischow,,53.7158333333333,13.3230555555556,,
13.323055556,53.715833333,606,Mecklenburg-Vorpommern,RH2-Projekt Werder/Kessin/Altentreptow[74],2011,,,Enercon E-126(15×),Werder,,53.7158333333333,13.3230555555556,,
13.323055556,53.715833333,607,Mecklenburg-Vorpommern,RH2-Projekt Werder/Kessin/Altentreptow[74],2012,,,Enercon E-92(4×),,,53.7158333333333,13.3230555555556,,
13.323055556,53.715833333,608,Mecklenburg-Vorpommern,RH2-Projekt Werder/Kessin/Altentreptow[74],2013,,,Enercon E-101(5×),,,53.7158333333333,13.3230555555556,,
13.323055556,53.715833333,609,Mecklenburg-Vorpommern,RH2-Projekt Werder/Kessin/Altentreptow[74],2014,,,,,,53.7158333333333,13.3230555555556,,
13.323055556,53.715833333,610,Mecklenburg-Vorpommern,RH2-Projekt Werder/Kessin/Altentreptow[74],2015,,,,,,53.7158333333333,13.3230555555556,,
10.4319444440001,53.714722222,611,Schleswig-Holstein,Windpark Eichede,2004,"4,0",4,AN Bonus 1300/62 (4×),Eichede,OD,53.7147222222222,10.4319444444444,"e3,wpd",
11.155555556,53.713333333,612,Mecklenburg-Vorpommern,Windpark Passow,2002,"6,0",4,NEG Micon NM64/1500(2×),Passow,NWM,53.7133333333333,11.1555555555556,"plan-8, WP Passow",
11.155555556,53.713333333,613,Mecklenburg-Vorpommern,Windpark Passow,2006,,,Fuhrländer FL MD77(2×),,,53.7133333333333,11.1555555555556,,
11.150555556,53.707777778,614,Mecklenburg-Vorpommern,Windpark Gadebusch,2004,"5,25",5,REpower 1000/57(5×),Gadebusch,NWM,53.7077777777778,11.1505555555556,wind7,
11.343888889,53.705,615,Mecklenburg-Vorpommern,Windpark Groß Trebbow,2011,"6,15",3,e.n.o. energy 82 (3×),Groß Trebbow,NWM,53.705,11.3438888888889,"Plan 8, TOBI-Energie",
13.208055556,53.697777778,616,Mecklenburg-Vorpommern,Windpark Altentreptow[10],2003,"72,05",35,Vestas V80-2MW(15×),Altentreptow,MSE,53.6977777777778,13.2080555555556,"WEB Windenergie, MBBF, VenSol, Komesker Energie",
13.208055556,53.697777778,617,Mecklenburg-Vorpommern,Windpark Altentreptow[10],2004,,,Enercon E-70(2×),Loickenzin,,53.6977777777778,13.2080555555556,,
13.208055556,53.697777778,618,Mecklenburg-Vorpommern,Windpark Altentreptow[10],2005,,,REpower MD77(1×),Barkow,,53.6977777777778,13.2080555555556,,
13.208055556,53.697777778,619,Mecklenburg-Vorpommern,Windpark Altentreptow[10],2009,,,Nordex N90/2300(3×),,,53.6977777777778,13.2080555555556,,
13.208055556,53.697777778,620,Mecklenburg-Vorpommern,Windpark Altentreptow[10],2011,,,Vestas V90-2MW(11×),,,53.6977777777778,13.2080555555556,,
13.208055556,53.697777778,621,Mecklenburg-Vorpommern,Windpark Altentreptow[10],2013,,,Enercon E-82 E2(2×),,,53.6977777777778,13.2080555555556,,
13.208055556,53.697777778,622,Mecklenburg-Vorpommern,Windpark Altentreptow[10],2014,,,Enercon E-101(1×),,,53.6977777777778,13.2080555555556,,
7.92833333300007,53.694166667,623,"Bremen, Hamburg und Niedersachsen",Windpark Bassens[29],1996–1997,"26,4",37,AN Bonus 600/44-3 (34×),Bassens,FRI,53.6941666666667,7.92833333333333,"Bürger-WP Bassens, Projekt GmbH, Jade Gruppe[30]",Repowering 2015 abgeschlossen[31]
7.92833333300007,53.694166667,624,"Bremen, Hamburg und Niedersachsen",Windpark Bassens[29],2006,,,Enercon E-82(3×),Funnens,,53.6941666666667,7.92833333333333,,
7.92833333300007,53.694166667,625,"Bremen, Hamburg und Niedersachsen",Windpark Bassens[29],2014–2015,,,Siemens SWT-3.0-113(10x),Grimmens,,53.6941666666667,7.92833333333333,,
13.455833333,53.691666667,626,Mecklenburg-Vorpommern,Windpark Beseritz,2003,"11,2",7,REpower MD70(4×),Beseritz,MSE,53.6916666666667,13.4558333333333,"Denker & Wulf, WP Beseritz",
13.455833333,53.691666667,627,Mecklenburg-Vorpommern,Windpark Beseritz,2008,,,Enercon E-70(3×),,,53.6916666666667,13.4558333333333,,
9.63083333300006,53.6908333330001,628,Schleswig-Holstein,Windpark Uetersen,2001,"7,8",6,AN Bonus 1300/62 (6×),Uetersen,PI,53.6908333333333,9.63083333333333,Rübsamen Windenergie GmbH,
11.3066666670001,53.690555556,629,Mecklenburg-Vorpommern,Windpark Cramonshagen,1998,"5,4",8,WindWorld W4200 (6×),Nienmark,NWM,53.6905555555556,11.3066666666667,"MDP Group, wind7",
11.3066666670001,53.690555556,630,Mecklenburg-Vorpommern,Windpark Cramonshagen,2003,,,NEG Micon NM52/900(2×),,,53.6905555555556,11.3066666666667,,
12.2916666670001,53.687638889,631,Mecklenburg-Vorpommern,Windkraftanlage Reutershof,2004,"1,0",1,Enercon E-58(1×),Reutershof,MSE,53.6876388888889,12.2916666666667,,
13.5226388890001,53.6845555560001,632,Mecklenburg-Vorpommern,Windpark Friedland III[25][26],1999,"24,1",15,Nordex N60(7×),Friedland,MSE,53.6845555555556,13.5226388888889,"MBBF, Jade Gruppe",
13.5226388890001,53.6845555560001,633,Mecklenburg-Vorpommern,Windpark Friedland III[25][26],2004,,,GE Wind Energy 1.5s(2×),,,53.6845555555556,13.5226388888889,,
13.5226388890001,53.6845555560001,634,Mecklenburg-Vorpommern,Windpark Friedland III[25][26],2009,,,Enercon E-82(6×),,,53.6845555555556,13.5226388888889,,
13.5226388890001,53.6845555560001,635,Mecklenburg-Vorpommern,Windpark Friedland III[25][26],2012,,,,,,53.6845555555556,13.5226388888889,,
9.38444444400005,53.6844444440001,636,"Bremen, Hamburg und Niedersachsen",Windpark Drochtersen,2003,"6,0",4,GE Wind Energy 1.5s(4×),Drochtersen,STD,53.6844444444444,9.38444444444444,Germania Windpark,
