"SDO_ID","SDO_Name","Geogr_Laenge","Geogr_Breite","Hoehe_ueber_NN","Metadata_Link"
"5800","Zwiesel","13,2385","49,0280","615.0","https://cdc.dwd.de/rest/metadata/station/html/812300722471"
"1357","Fichtelberg/Oberfranken-Hüttstadl","11,8376","49,9807","655.0","https://cdc.dwd.de/rest/metadata/station/html/812300729319"
"3897","Pelzerhaken","10,8773","54,0893","2.0","https://cdc.dwd.de/rest/metadata/station/html/812300730599"
"1526","Fulda-Horas","9,6532","50,5668","242.0","https://cdc.dwd.de/rest/metadata/station/html/812300731879"
"7244","Neuglobsow (HM)","13,0319","53,1424","62.0","https://cdc.dwd.de/rest/metadata/station/html/812300737447"
"1339","Faßberg","10,1885","52,9157","76.0","https://cdc.dwd.de/rest/metadata/station/html/812300742439"
"2444","Jena (Sternwarte)","11,5830","50,9251","155.0","https://cdc.dwd.de/rest/metadata/station/html/812300744295"
"4745","Soltau","9,7930","52,9604","75.0","https://cdc.dwd.de/rest/metadata/station/html/812300747431"
"4927","Stuttgart-Stadt","9,1814","48,7693","286.0","https://cdc.dwd.de/rest/metadata/station/html/812300755559"
"554","Bocholt-Liedern (Wasserwerk)","6,5365","51,8293","23.0","https://cdc.dwd.de/rest/metadata/station/html/812300763687"
"3268","Meßstetten-Appental","8,9433","48,1694","900.0","https://cdc.dwd.de/rest/metadata/station/html/812300771111"
"7410","Neu-Ulrichstein","9,0224","50,7513","350.0","https://cdc.dwd.de/rest/metadata/station/html/812300777383"
"3245","Memmingen (Flugplatz)","10,2333","47,9833","630.0","https://cdc.dwd.de/rest/metadata/station/html/812300780519"
"4625","Schwerin","11,3871","53,6424","59.0","https://cdc.dwd.de/rest/metadata/station/html/812300782375"
"2429","Itzehoe","9,5696","53,9897","21.0","https://cdc.dwd.de/rest/metadata/station/html/812300787367"
"164","Angermünde","13,9908","53,0316","54.0","https://cdc.dwd.de/rest/metadata/station/html/812300789223"
"2410","Ingolstadt (Flugplatz)","11,5363","48,7111","364.0","https://cdc.dwd.de/rest/metadata/station/html/812300791079"
"3987","Potsdam","13,0622","52,3812","82.0","https://cdc.dwd.de/rest/metadata/station/html/812300794215"
"656","Braunlage","10,6021","51,7234","607.0","https://cdc.dwd.de/rest/metadata/station/html/812300799207"
"3478","Neubrandenburg","13,1914","53,5468","81.0","https://cdc.dwd.de/rest/metadata/station/html/812300800487"
"3254","Meppen","7,3176","52,7155","19.0","https://cdc.dwd.de/rest/metadata/station/html/812300804199"
"4501","Schmücke","10,7696","50,6545","938.0","https://cdc.dwd.de/rest/metadata/station/html/812300806055"
"953","Deuselbach","7,0542","49,7619","481.0","https://cdc.dwd.de/rest/metadata/station/html/812300811047"
"1766","Münster/Osnabrück","7,6969","52,1344","48.0","https://cdc.dwd.de/rest/metadata/station/html/812300814183"
"4371","Salzuflen, Bad","8,7521","52,1042","135.0","https://cdc.dwd.de/rest/metadata/station/html/812300819175"
"4032","Quedlinburg","11,1320","51,7953","142.0","https://cdc.dwd.de/rest/metadata/station/html/812300821031"
"853","Chemnitz","12,8720","50,7913","416.0","https://cdc.dwd.de/rest/metadata/station/html/812300822311"
"5029","Tholey","7,0385","49,4737","386.0","https://cdc.dwd.de/rest/metadata/station/html/812300824167"
"5797","Lichtentanne","12,4329","50,6879","349.0","https://cdc.dwd.de/rest/metadata/station/html/812300826023"
"1639","Gießen/Wettenberg","8,6439","50,6017","203.0","https://cdc.dwd.de/rest/metadata/station/html/812300829159"
"1358","Fichtelberg","12,9536","50,4283","1213.0","https://cdc.dwd.de/rest/metadata/station/html/812300831015"
"1689","Gößweinstein","11,3062","49,7656","441.0","https://cdc.dwd.de/rest/metadata/station/html/812300832295"
"5906","Mannheim","8,5584","49,5063","98.0","https://cdc.dwd.de/rest/metadata/station/html/812300837863"
"1803","Groß Lüsewitz","12,3238","54,0714","34.0","https://cdc.dwd.de/rest/metadata/station/html/812300839143"
"3722","Oberschleißheim","11,5528","48,2443","484.0","https://cdc.dwd.de/rest/metadata/station/html/812300842279"
"1200","Elpersbüttel","9,0105","54,0691","3.0","https://cdc.dwd.de/rest/metadata/station/html/812300844135"
"399","Berlin-Alexanderplatz","13,4057","52,5198","36.0","https://cdc.dwd.de/rest/metadata/station/html/812300845991"
"1587","Gelbelsee","11,4289","48,9481","536.0","https://cdc.dwd.de/rest/metadata/station/html/812300847847"
"4466","Schleswig","9,5487","54,5275","43.0","https://cdc.dwd.de/rest/metadata/station/html/812300849127"
"2773","Kümmersbruck","11,9016","49,4283","415.0","https://cdc.dwd.de/rest/metadata/station/html/812300852839"
"701","Bremerhaven","8,5761","53,5332","6.0","https://cdc.dwd.de/rest/metadata/station/html/812300855975"
"3730","Oberstdorf","10,2759","47,3984","806.0","https://cdc.dwd.de/rest/metadata/station/html/812300857831"
"1691","Göttingen","9,9507","51,5002","167.0","https://cdc.dwd.de/rest/metadata/station/html/812300860967"
"603","Königswinter-Heiderhof","7,2040","50,7293","147.0","https://cdc.dwd.de/rest/metadata/station/html/812300870951"
"3103","Lüneburg","10,4240","53,2657","11.0","https://cdc.dwd.de/rest/metadata/station/html/812300872231"
"3098","Lüdenscheid","7,6425","51,2452","387.0","https://cdc.dwd.de/rest/metadata/station/html/812300875943"
"1605","Genthin","12,1602","52,3875","35.0","https://cdc.dwd.de/rest/metadata/station/html/812300877799"
"1426","Frankfurt/Oder","14,5080","52,3397","65.0","https://cdc.dwd.de/rest/metadata/station/html/812300879655"
"3402","Münsingen-Apfelstetten","9,4837","48,3851","755.0","https://cdc.dwd.de/rest/metadata/station/html/812300889639"
"4104","Regensburg","12,1019","49,0425","365.0","https://cdc.dwd.de/rest/metadata/station/html/812300892775"
"4931","Stuttgart-Echterdingen","9,2235","48,6883","371.0","https://cdc.dwd.de/rest/metadata/station/html/812300894631"
"183","Arkona","13,4344","54,6791","42.0","https://cdc.dwd.de/rest/metadata/station/html/812300895911"
"3246","Mendig","7,3167","50,3667","181.0","https://cdc.dwd.de/rest/metadata/station/html/812300897191"
"5404","Weihenstephan-Dürnast","11,6946","48,4024","477.0","https://cdc.dwd.de/rest/metadata/station/html/812300897767"
"13674","Waibstadt","8,9053","49,2943","237.0","https://cdc.dwd.de/rest/metadata/station/html/812300899623"
"5109","Trollenhagen","13,3039","53,5998","68.0","https://cdc.dwd.de/rest/metadata/station/html/812300900903"
"5244","Völklingen-Stadt","6,8612","49,2581","220.0","https://cdc.dwd.de/rest/metadata/station/html/812300902183"
"7370","Waldmünchen","12,6838","49,3910","499.0","https://cdc.dwd.de/rest/metadata/station/html/812300902759"
"2907","Leck","8,9514","54,7903","7.0","https://cdc.dwd.de/rest/metadata/station/html/812300905895"
"880","Cottbus","14,3168","51,7759","69.0","https://cdc.dwd.de/rest/metadata/station/html/812300907751"
"2559","Kempten","10,3348","47,7233","705.0","https://cdc.dwd.de/rest/metadata/station/html/812300909607"
"5745","Zehdenick","13,3268","52,9663","51.0","https://cdc.dwd.de/rest/metadata/station/html/812300912743"
"3484","Neuburg/Donau (Flugplatz)","11,2147","48,7085","380.0","https://cdc.dwd.de/rest/metadata/station/html/812300914599"
"769","Bückeburg","9,0890","52,2817","68.0","https://cdc.dwd.de/rest/metadata/station/html/812300917735"
"3631","Norderney","7,1519","53,7123","11.0","https://cdc.dwd.de/rest/metadata/station/html/812300922727"
"7367","Alfeld","9,8072","51,9643","144.0","https://cdc.dwd.de/rest/metadata/station/html/812300927719"
"2456","Jever","7,8806","53,5322","7.0","https://cdc.dwd.de/rest/metadata/station/html/812300928999"
"2497","Kall-Sistig","6,5264","50,5014","505.0","https://cdc.dwd.de/rest/metadata/station/html/812300932711"
"5426","Weinbiet","8,1212","49,3758","553.0","https://cdc.dwd.de/rest/metadata/station/html/812300934567"
"5347","Warburg","9,1118","51,5039","236.0","https://cdc.dwd.de/rest/metadata/station/html/812300937703"
"4642","Seehausen","11,7297","52,8911","21.0","https://cdc.dwd.de/rest/metadata/station/html/812300939559"
"954","UFS Deutsche Bucht","7,4587","54,1796","0.0","https://cdc.dwd.de/rest/metadata/station/html/812300942695"
"2812","Lahr","7,8280","48,3647","156.0","https://cdc.dwd.de/rest/metadata/station/html/812300946407"
"2171","Hersfeld, Bad","9,7377","50,8520","272.0","https://cdc.dwd.de/rest/metadata/station/html/812300947687"
"4177","Rheinstetten","8,3301","48,9726","116.0","https://cdc.dwd.de/rest/metadata/station/html/812300951399"
"3879","Passau-Oberhaus","13,4694","48,5779","409.0","https://cdc.dwd.de/rest/metadata/station/html/812300960807"
"282","Bamberg","10,9206","49,8743","240.0","https://cdc.dwd.de/rest/metadata/station/html/812300961383"
"2023","Harburg","10,7062","48,7918","501.0","https://cdc.dwd.de/rest/metadata/station/html/812300966375"
"5516","Fehmarn","11,0606","54,5283","3.0","https://cdc.dwd.de/rest/metadata/station/html/812300967655"
"3158","Manschnow","14,5453","52,5468","12.0","https://cdc.dwd.de/rest/metadata/station/html/812300969511"
"6196","Selb-Spielberg","12,0386","50,1587","611.0","https://cdc.dwd.de/rest/metadata/station/html/812300970791"
"102","Leuchtturm Alte Weser","8,1275","53,8633","32.0","https://cdc.dwd.de/rest/metadata/station/html/812300974503"
"1221","Emden-Wolthusen","7,2236","53,3707","0.0","https://cdc.dwd.de/rest/metadata/station/html/812300985767"
"161","Andernach","7,4202","50,4237","75.0","https://cdc.dwd.de/rest/metadata/station/html/812300986343"
"1341","Fehmarnbelt","11,1500","54,6000","0.0","https://cdc.dwd.de/rest/metadata/station/html/812300988903"
"3623","Nörvenich (Flugplatz)","6,6601","50,8294","110.0","https://cdc.dwd.de/rest/metadata/station/html/812300994471"
"5675","Wolfsburg","10,7587","52,4411","56.0","https://cdc.dwd.de/rest/metadata/station/html/812300995751"
"222","Aue","12,7139","50,5908","393.0","https://cdc.dwd.de/rest/metadata/station/html/812300997607"
"4665","Selbach (Tholey)","7,0417","49,5281","431.0","https://cdc.dwd.de/rest/metadata/station/html/812301000494"
"6108","Ruthenstrom","9,4192","53,7197","7.0","https://cdc.dwd.de/rest/metadata/station/html/812301000508"
"6096","Altmühlsee","10,7301","49,1423","416.0","https://cdc.dwd.de/rest/metadata/station/html/812301000513"
"2926","Leipheim (Flugplatz)","10,2333","48,4333","477.0","https://cdc.dwd.de/rest/metadata/station/html/812301000767"
"2093","Heidmoor","9,8227","53,8562","30.0","https://cdc.dwd.de/rest/metadata/station/html/812301000854"
"1831","Großer Arber (Ost)","13,1353","49,1126","1449.0","https://cdc.dwd.de/rest/metadata/station/html/812301000880"
"1505","Fritzlar-Kasseler Warte","9,2833","51,1333","222.0","https://cdc.dwd.de/rest/metadata/station/html/812301000914"
"1011","Dörrmoschel-Felsbergerhof","7,7413","49,6017","442.0","https://cdc.dwd.de/rest/metadata/station/html/812301000944"
"1013","Dogern","8,1697","47,6026","309.0","https://cdc.dwd.de/rest/metadata/station/html/812301000945"
"7391","Oberzent-Beerfelden-Vogelherd","8,9669","49,5561","443.0","https://cdc.dwd.de/rest/metadata/station/html/812301001059"
"7416","Birkelbach","8,2733","51,0112","541.0","https://cdc.dwd.de/rest/metadata/station/html/812301001702"
"13952","Arnsberg-Müschede","8,0094","51,4089","278.0","https://cdc.dwd.de/rest/metadata/station/html/812301001704"
"2465","Jork-Moorende","9,7376","53,5083","1.0","https://cdc.dwd.de/rest/metadata/station/html/812301001937"
"3775","Offenbach/Main (Zentrallabor)","8,7468","50,1029","100.0","https://cdc.dwd.de/rest/metadata/station/html/812301001966"
"4663","Selb/Oberfranken (Klärwerk)","12,1188","50,1633","535.0","https://cdc.dwd.de/rest/metadata/station/html/812301001984"
"11","Donaueschingen (Landeplatz)","8,5205","47,9737","680.0","https://cdc.dwd.de/rest/metadata/station/html/812301001988"
"424","Berlin-Ostkreuz","13,4667","52,5000","36.0","https://cdc.dwd.de/rest/metadata/station/html/812301001991"
"6221","Krummhörn (Hooge)","7,0781","53,5084","6.0","https://cdc.dwd.de/rest/metadata/station/html/812301001992"
"6098","Stockach-Espasingen","9,0237","47,8147","398.0","https://cdc.dwd.de/rest/metadata/station/html/812301001993"
"6097","Darßer Ort (SWN)","12,5014","54,4738","4.0","https://cdc.dwd.de/rest/metadata/station/html/812301002001"
"3954","Plön (Max-Planck-Institut)","10,4345","54,1603","26.0","https://cdc.dwd.de/rest/metadata/station/html/812301002075"
"4583","Schwäbisch Gmünd (Wind)","9,7456","48,7868","300.0","https://cdc.dwd.de/rest/metadata/station/html/812301002128"
"3369","Mühlenrade","10,4833","53,6000","42.0","https://cdc.dwd.de/rest/metadata/station/html/812301002234"
"3321","Mönchengladbach-Hilderath","6,3609","51,1313","77.0","https://cdc.dwd.de/rest/metadata/station/html/812301002236"
"1423","Frankfurt/Main (Terminal)","8,5887","50,0496","111.0","https://cdc.dwd.de/rest/metadata/station/html/812301002409"
"1359","Fichtelberg/Ofr","11,2219","50,0242","705.0","https://cdc.dwd.de/rest/metadata/station/html/812301002417"
"15214","Halblech-Bayerniederhofen","10,8075","47,6248","808.0","https://cdc.dwd.de/rest/metadata/station/html/812301003412"
"2482","Kahler Asten (A)","8,4887","51,1801","741.0","https://cdc.dwd.de/rest/metadata/station/html/812301003459"
"1963","Hallig Hooge","8,5133","54,5742","4.0","https://cdc.dwd.de/rest/metadata/station/html/812301003466"
"6091","Spiekeroog (SWN)","7,6721","53,7674","14.0","https://cdc.dwd.de/rest/metadata/station/html/812301003482"
"4919","Strucklahnungshörn","8,8069","54,4965","7.0","https://cdc.dwd.de/rest/metadata/station/html/812301003622"
"5319","Waldsee, Bad-Reute","9,7076","47,9167","576.0","https://cdc.dwd.de/rest/metadata/station/html/812301003657"
"2656","Koblenz","7,5906","50,3519","96.0","https://cdc.dwd.de/rest/metadata/station/html/812301003749"
"2573","Waging am See-Schnöbling","12,7717","47,9588","470.0","https://cdc.dwd.de/rest/metadata/station/html/812301003757"
"2253","Hörnum/Sylt","8,2833","54,7667","10.0","https://cdc.dwd.de/rest/metadata/station/html/812301003794"
"2207","Hildesheim (Flugplatz)","9,9500","52,1833","91.0","https://cdc.dwd.de/rest/metadata/station/html/812301003798"
"2055","Haßfurt","10,4947","50,0493","292.0","https://cdc.dwd.de/rest/metadata/station/html/812301003811"
"1261","Erding","11,9440","48,3192","460.0","https://cdc.dwd.de/rest/metadata/station/html/812301003889"
"181","Arendsee","11,5042","52,8761","30.0","https://cdc.dwd.de/rest/metadata/station/html/812301003938"
"90","Alsfeld","9,2583","50,7557","305.0","https://cdc.dwd.de/rest/metadata/station/html/812301003946"
"13701","Eschwege-Eltmannshausen","9,9885","51,1945","250.0","https://cdc.dwd.de/rest/metadata/station/html/812301004610"
"10510","Winterbach/Remstal","9,5046","48,8059","244.0","https://cdc.dwd.de/rest/metadata/station/html/812301004627"
"15044","Neuwied-Feldkirchen-Hüllenberg","7,4058","50,4517","199.0","https://cdc.dwd.de/rest/metadata/station/html/812301004784"
"15189","Sukow-Levitzow","12,5936","53,8281","12.0","https://cdc.dwd.de/rest/metadata/station/html/812301004792"
"3651","Northeim-Stöckheim","9,9450","51,7521","109.0","https://cdc.dwd.de/rest/metadata/station/html/812301004840"
"6277","Wolfsburg (Schleuse)","10,6667","52,4167","66.0","https://cdc.dwd.de/rest/metadata/station/html/812301004874"
"3046","Löningen-Schnetlage","7,7333","52,7333","20.0","https://cdc.dwd.de/rest/metadata/station/html/812301004906"
"1758","Greifswald-Wieck","13,4500","54,1000","2.0","https://cdc.dwd.de/rest/metadata/station/html/812301004908"
"5431","Weisen bei Wittenberge","11,8000","53,0333","24.0","https://cdc.dwd.de/rest/metadata/station/html/812301004912"
"5877","Putlos","10,8002","54,3160","5.0","https://cdc.dwd.de/rest/metadata/station/html/812301004933"
"4678","Sengwarden","8,0333","53,5833","1.0","https://cdc.dwd.de/rest/metadata/station/html/812301005061"
"5327","Walldürn","9,3975","49,5789","404.0","https://cdc.dwd.de/rest/metadata/station/html/812301005117"
"1886","Günzburg","10,2608","48,4878","444.0","https://cdc.dwd.de/rest/metadata/station/html/812301005288"
"1416","Frankfurt (18W)","8,5333","50,0167","97.0","https://cdc.dwd.de/rest/metadata/station/html/812301005346"
"96","Neuruppin-Alt Ruppin","12,8518","52,9437","50.0","https://cdc.dwd.de/rest/metadata/station/html/812301005418"
"7308","Wielenbach","11,1540","47,8847","541.0","https://cdc.dwd.de/rest/metadata/station/html/812301005495"
"6136","Dillenburg-Niederscheld (Kläranlage)","8,3000","50,7000","220.0","https://cdc.dwd.de/rest/metadata/station/html/812301006429"
"3534","Neumarkt-Höhenberg","11,4881","49,2713","584.0","https://cdc.dwd.de/rest/metadata/station/html/812301006496"
"4225","Roding-Wetterfeld","12,5360","49,2195","373.0","https://cdc.dwd.de/rest/metadata/station/html/812301006557"
"4880","Stimpfach-Weipertshofen","10,1240","49,0878","450.0","https://cdc.dwd.de/rest/metadata/station/html/812301006619"
"5154","Ulm-Wilhelmsburg","9,9833","48,4000","576.0","https://cdc.dwd.de/rest/metadata/station/html/812301006650"
"2897","Lautertal-Hörgenau","9,2857","50,5808","522.0","https://cdc.dwd.de/rest/metadata/station/html/812301006756"
"5226","Vilgertshofen","10,9151","47,9530","708.0","https://cdc.dwd.de/rest/metadata/station/html/812301007015"
"15122","Ergersheim-Neuherberg","10,2854","49,5200","380.0","https://cdc.dwd.de/rest/metadata/station/html/812301007843"
"4947","Süpplingen","10,9200","52,2317","129.0","https://cdc.dwd.de/rest/metadata/station/html/812301007954"
"1010","Dörpen (Kläranlage)","7,3209","52,9732","5.0","https://cdc.dwd.de/rest/metadata/station/html/812301007955"
"4929","Stuttgart (Schnarrenberg Aero)","9,2000","48,8333","311.0","https://cdc.dwd.de/rest/metadata/station/html/812301007960"
"1834","Grosser Inselsberg","10,4665","50,8519","913.0","https://cdc.dwd.de/rest/metadata/station/html/812301007964"
"6099","Gailingen","8,7318","47,7020","450.0","https://cdc.dwd.de/rest/metadata/station/html/812301007974"
"6106","Rechlin","12,7149","53,3311","62.0","https://cdc.dwd.de/rest/metadata/station/html/812301007975"
"3661","Nürnberg (Hochhaus)","11,0667","49,4500","307.0","https://cdc.dwd.de/rest/metadata/station/html/812301007989"
"3921","Pferdsfeld","7,6000","49,8500","396.0","https://cdc.dwd.de/rest/metadata/station/html/812301008045"
"4279","Roth bei Prüm","6,3862","50,3046","593.0","https://cdc.dwd.de/rest/metadata/station/html/812301008087"
"4735","Söllingen","8,0833","48,7833","123.0","https://cdc.dwd.de/rest/metadata/station/html/812301008134"
"1960","Halle (Stadt)","11,9671","51,4831","102.0","https://cdc.dwd.de/rest/metadata/station/html/812301008338"
"1415","Frankfurt (07W)","8,5333","50,0333","100.0","https://cdc.dwd.de/rest/metadata/station/html/812301008388"
"876","Collmberg","13,0096","51,3040","314.0","https://cdc.dwd.de/rest/metadata/station/html/812301008497"
"7392","Aubstadt","10,4487","50,3332","304.0","https://cdc.dwd.de/rest/metadata/station/html/812301008541"
"13676","Langquaid-Oberschneidhart","12,0323","48,8608","378.0","https://cdc.dwd.de/rest/metadata/station/html/812301009136"
"998","Dobel","8,4921","48,7968","696.0","https://cdc.dwd.de/rest/metadata/station/html/812301009395"
"6238","Starnberg-Perchting","11,2690","47,9946","675.0","https://cdc.dwd.de/rest/metadata/station/html/812301009422"
"6189","Rotenburg (Wümme) (Flugplatz)","9,3500","53,1333","34.0","https://cdc.dwd.de/rest/metadata/station/html/812301009430"
"6101","Bastorf-Kägsdorf (SWN)","11,6719","54,1323","51.0","https://cdc.dwd.de/rest/metadata/station/html/812301009432"
"3657","Nümbrecht auf dem Lindchen","7,5543","50,9081","341.0","https://cdc.dwd.de/rest/metadata/station/html/812301009437"
"1422","Frankfurt (Henninger Turm)","8,6936","50,0972","114.0","https://cdc.dwd.de/rest/metadata/station/html/812301009808"
"788","Büsum","8,8584","54,1193","3.0","https://cdc.dwd.de/rest/metadata/station/html/812301009872"
"13901","Haltern (Wasserwerk)","7,1998","51,7343","41.0","https://cdc.dwd.de/rest/metadata/station/html/812301010611"
"15190","Xanten (Wasserwerk)","6,4349","51,6802","18.0","https://cdc.dwd.de/rest/metadata/station/html/812301010787"
"6103","Mittenwald/Obb.","11,2616","47,4287","923.0","https://cdc.dwd.de/rest/metadata/station/html/812301010828"
"13900","Soden,Bad-Salmünster (Kläranlage)","9,3580","50,2688","145.0","https://cdc.dwd.de/rest/metadata/station/html/812301010829"
"5412","Weilheim-Bierbronnen","8,1964","47,6802","771.0","https://cdc.dwd.de/rest/metadata/station/html/812301010839"
"15520","Frasdorf-Greimelberg","12,2956","47,8190","656.0","https://cdc.dwd.de/rest/metadata/station/html/812301010845"
"15547","Heilbronn/Neckar","9,1428","49,1259","215.0","https://cdc.dwd.de/rest/metadata/station/html/812301010847"
"6253","Brandenburg/Havel","12,5667","52,4228","31.0","https://cdc.dwd.de/rest/metadata/station/html/812301010891"
"5249","Vogtareuth (A)","12,1833","47,9500","464.0","https://cdc.dwd.de/rest/metadata/station/html/812301010892"
"5851","Frankenberg-Geismar","8,8769","51,0806","392.0","https://cdc.dwd.de/rest/metadata/station/html/812301010902"
"126","Uffenheim (Schulstr.)","10,2213","49,5447","330.0","https://cdc.dwd.de/rest/metadata/station/html/812301010903"
"5063","Tölz, Bad","11,5819","47,7566","724.0","https://cdc.dwd.de/rest/metadata/station/html/812301010906"
"6211","Vogtareuth (Kläranlage)","12,1735","47,9550","464.0","https://cdc.dwd.de/rest/metadata/station/html/812301010910"
"6102","Lindau (SWN)","9,6843","47,5396","397.0","https://cdc.dwd.de/rest/metadata/station/html/812301010913"
"6107","Sipplingen (SWN)","9,1035","47,8076","703.0","https://cdc.dwd.de/rest/metadata/station/html/812301010914"
"3905","Perl-Sinz-Renglischberg","6,4476","49,5214","407.0","https://cdc.dwd.de/rest/metadata/station/html/812301010989"
"3256","Merdingen","7,6667","48,0167","193.0","https://cdc.dwd.de/rest/metadata/station/html/812301011184"
"2377","Kandern-Gupf","7,5895","47,7001","362.0","https://cdc.dwd.de/rest/metadata/station/html/812301011268"
"197","Arolsen-Volkhardinghausen, Bad","9,0558","51,3218","365.0","https://cdc.dwd.de/rest/metadata/station/html/812301011438"
"13693","Gütersloh/Ems","8,3111","51,9258","70.0","https://cdc.dwd.de/rest/metadata/station/html/812301012104"
"13932","Rotthalmünster (Landwirtschaftsamt)","13,1938","48,3617","388.0","https://cdc.dwd.de/rest/metadata/station/html/812301012121"
"15120","Haaren","8,7019","51,5572","379.0","https://cdc.dwd.de/rest/metadata/station/html/812301012317"
"15200","Wuppertal","7,2157","51,2531","327.0","https://cdc.dwd.de/rest/metadata/station/html/812301012357"
