"Produkt_Code","Produkt_Titel","Einheit","Beschreibung_DWD","Beschreibung_Inspire"
"OBS_DEU_P1D_F","Daily mean of station observations of wind speed at ca. 10 m above ground in m/s","m/s","https://cdc.dwd.de/sdi/pid/OBS_DEU_P1D_F/DESCRIPTION_OBS_DEU_P1D_F_en.pdf","https://cdc.dwd.de/sdi/pid/OBS_DEU_P1D_F/ISO_OBS_DEU_P1D_F.xml"
